_normalized_mun_cod_ibge,_normalized_mun_slug,_quadrienio,vlr_investimento_sum,vlr_repasse_financiamento_sum,vlr_contrapartida_sum
3146503,pains-mg,,1393561.47,1026900,366661.47000000003
3146503,pains-mg,2018-2021,1546018.7,1528000,18018.7
3146503,pains-mg,2014-2017,492760.08999999997,491700,1060.09
3146552,pai-pedro-mg,,341999.80000000005,313400,28599.8
3146602,paiva-mg,,63308.56,58500,4808.56
3146909,papagaios-mg,2018-2021,2134624.47,1967179,167445.47
3147006,paracatu-mg,2018-2021,20250000,19238856,1011144
3147105,para-de-minas-mg,2018-2021,4023715.5100000002,3884260,139455.51
3147303,paraisopolis-mg,2018-2021,1071791.8599999999,1068166.67,3625.19
3147709,passa-tempo-mg,2018-2021,939396.38,938452.38,944
3147907,passos-mg,2018-2021,7093303.510000001,5777589.55,1315713.96
3146602,paiva-mg,2014-2017,252448.53,245850,6598.53
3146701,palma-mg,2014-2017,345100,344750,350
3146750,palmopolis-mg,,638368.8,566200,72168.8
3146750,palmopolis-mg,2014-2017,1233696.1,1232050,1646.1
3146909,papagaios-mg,,2227823.1,2093261.07,134562.03
3146909,papagaios-mg,2014-2017,1595449.62,1575400,20049.620000000003
3147006,paracatu-mg,,7744652.36,6693697.2,1050955.1600000001
3147006,paracatu-mg,2014-2017,1881204.0099999998,1653299.74,227904.27000000002
3147105,para-de-minas-mg,,6999445.9399999995,5656187.6899999995,1343258.25
3147105,para-de-minas-mg,2014-2017,249100,245850,3250
3147204,paraguacu-mg,,1834595.7000000002,1509437.38,325158.31999999995
3147204,paraguacu-mg,2018-2021,621609,620856,753
3147204,paraguacu-mg,2014-2017,1715415.13,1232796.69,482618.44000000006
3147303,paraisopolis-mg,,1039234.4800000001,837150,202084.48
3147303,paraisopolis-mg,2014-2017,1534701.71,1257033.55,277668.16
3147402,paraopeba-mg,,2433376.86,2342850,90526.86
3147402,paraopeba-mg,2018-2021,1136043.01,926818.28,209224.73
3147402,paraopeba-mg,2014-2017,1849811.19,987600,862211.19
3147501,passabem-mg,,164350,116910,47440
3147600,passa-quatro-mg,,1048235.86,979200,69035.86
3147709,passa-tempo-mg,,989465.71,949568.5,39897.21
3148004,patos-de-minas-mg,2018-2021,7473074.590000001,7357863.57,115211.02
3147709,passa-tempo-mg,2014-2017,802114.11,782055,20059.11
3147808,passa-vinte-mg,2014-2017,262801.38,245850,16951.38
3147907,passos-mg,,8363679.05,6616493,1747186.05
3147956,patis-mg,,1376812.08,1336406.5,40405.58
3147956,patis-mg,2014-2017,217896.44,217678.54,217.9
3148004,patos-de-minas-mg,,11366543.889999999,10192784.200000001,1173759.69
3148004,patos-de-minas-mg,2014-2017,906498.61,887300,19198.61
3148103,patrocinio-mg,2014-2017,9348258.13,8708350.61,639907.52
3148103,patrocinio-mg,,21897347.869999997,18431724.060000002,3465623.8100000005
3148103,patrocinio-mg,2018-2021,2859882.09,2779280.14,80601.95
3148202,patrocinio-do-muriae-mg,,330000,330000,0
3148202,patrocinio-do-muriae-mg,2018-2021,527500,526162,1338
3148301,paula-candido-mg,2018-2021,223080.22,222857.14,223.08
3148400,paulistas-mg,2018-2021,768216.78,733020.28,35196.5
3148509,pavao-mg,2018-2021,512605.88,509332.19,3273.69
3148608,pecanha-mg,2018-2021,2013094.8199999998,1803232.1400000001,209862.68
3148707,pedra-azul-mg,2018-2021,969030.06,962208,6822.06
3149101,pedralva-mg,2018-2021,1997974.26,1948435.4,49538.86
3149150,pedras-de-maria-da-cruz-mg,2018-2021,557533.73,556976.19,557.54
3149309,pedro-leopoldo-mg,2018-2021,244649.04,238856,5793.04
3148202,patrocinio-do-muriae-mg,2014-2017,287471.04,245850,41621.04
3148301,paula-candido-mg,,282772.1,172000,110772.1
3148301,paula-candido-mg,2014-2017,806674.0900000001,787000,19674.09
3148400,paulistas-mg,,836957.71,818738.1499999999,18219.56
3148509,pavao-mg,,950889.0700000001,877464,73425.07
3149200,pedrinopolis-mg,2018-2021,623684.7,623061,623.7
3148608,pecanha-mg,2014-2017,2480947.83,2359420.15,121527.68000000001
3148608,pecanha-mg,,659183.4299999999,590788.25,68395.18000000001
3148707,pedra-azul-mg,,1415623,1376751,38872
3148756,pedra-bonita-mg,,1261063.9300000002,1050850,210213.93
3148756,pedra-bonita-mg,2018-2021,347035.34,335755,11280.34
3148756,pedra-bonita-mg,2014-2017,1092742,1083700,9042
3148806,pedra-do-anta-mg,,563915.04,559104,4811.04
3148905,pedra-do-indaia-mg,,640194.55,411450,228744.55
3148905,pedra-do-indaia-mg,2018-2021,247112.55,238750,8362.55
3149002,pedra-dourada-mg,2018-2021,825637.65,816859,8778.65
3149507,pequeri-mg,2018-2021,499961.53,481104,18857.53
3149606,pequi-mg,2018-2021,1587149,1585269,1880
3149804,perdizes-mg,2018-2021,1249444.06,1007269,242175.06
3148905,pedra-do-indaia-mg,2014-2017,1081956.06,1035650,46306.06
3149101,pedralva-mg,,340620.81,337056,3564.81
3149101,pedralva-mg,2014-2017,900633.16,864396.31,36236.85
3149150,pedras-de-maria-da-cruz-mg,,968620.1599999999,946650,21970.16
3149200,pedrinopolis-mg,,524311.51,491000,33311.51
3149309,pedro-leopoldo-mg,,9911990.57,7629935,2282055.57
3149309,pedro-leopoldo-mg,2014-2017,923034.01,787000,136034.01
3149408,pedro-teixeira-mg,,353108.58999999997,348295,4813.59
3149408,pedro-teixeira-mg,2014-2017,257637.25,245850,11787.25
3149507,pequeri-mg,,761762.16,733100,28662.16
3149507,pequeri-mg,2014-2017,1039633.28,1014470,25163.280000000002
3149606,pequi-mg,,2588490.29,2339541,248949.28999999998
3149705,perdigao-mg,,4157400.44,3812541.66,344858.78
3149705,perdigao-mg,2018-2021,2330620.3,2269733.2800000003,60887.02
3149705,perdigao-mg,2014-2017,570265.67,494667,75598.67
3149804,perdizes-mg,,4701238.22,3956390.27,744847.9500000001
3149903,perdoes-mg,2018-2021,1061500.48,1022054.86,39445.62
3149804,perdizes-mg,2014-2017,1016234.45,985069,31165.449999999997
3149903,perdoes-mg,,1365017.81,1274500,90517.81
3149903,perdoes-mg,2014-2017,496343.81,491700,4643.81
3149952,periquito-mg,,5069498.57,4934678,134820.57
3150000,pescador-mg,2018-2021,274144.97,238856,35288.97
3149952,periquito-mg,2014-2017,1451494.6800000002,1428450,23044.68
3150000,pescador-mg,,1072654.54,998616.6,74037.94
3150000,pescador-mg,2014-2017,1101593.2000000002,937390.63,164202.57
3150109,piau-mg,,455629.31,408856,46773.31
3150109,piau-mg,2018-2021,500000,481104,18896
3150158,piedade-de-caratinga-mg,,105002.67,97500,7502.67
3150158,piedade-de-caratinga-mg,2018-2021,1545714.06,1464463.1400000001,81250.92
3150208,piedade-de-ponte-nova-mg,2018-2021,286786.79,286500,286.79
3150570,pintopolis-mg,2018-2021,578634.5,573000,5634.5
3150158,piedade-de-caratinga-mg,2014-2017,496977.33,489950.73,7026.6
3150208,piedade-de-ponte-nova-mg,2014-2017,500244.8,491700,8544.8
3150307,piedade-do-rio-grande-mg,,339574.25,279750,59824.25
3150307,piedade-do-rio-grande-mg,2018-2021,975516.26,962780,12736.26
3150505,pimenta-mg,2018-2021,1015703.14,897760.14,117943
3150604,piracema-mg,2018-2021,604231.56,461713.14,142518.41999999998
3151008,piranguinho-mg,2018-2021,835575.79,765987,69588.79000000001
3150307,piedade-do-rio-grande-mg,2014-2017,1034558.8400000001,914832.77,119726.07
3150406,piedade-dos-gerais-mg,,755157,740350,14807
3150406,piedade-dos-gerais-mg,2014-2017,772984.72,737550,35434.72
3150505,pimenta-mg,,2767862.29,2374046,393816.29000000004
3151503,piumhi-mg,2018-2021,1069376.33,971770.28,97606.05
3150505,pimenta-mg,2014-2017,1016409.92,992301,24108.92
3150539,pingo-d-agua-mg,,1272443.6,1177500,94943.6
3150539,pingo-d-agua-mg,2018-2021,510785.18000000005,510163.14,622.04
3150539,pingo-d-agua-mg,2014-2017,1241637.9,1233450,8187.9
3150570,pintopolis-mg,,2059089.31,1986950,72139.31
3150570,pintopolis-mg,2014-2017,248827.67,245850,2977.67
3150604,piracema-mg,,969656.1000000001,860500,109156.1
3150703,pirajuba-mg,2018-2021,1127041.34,1084283.1400000001,42758.200000000004
3151107,pirapetinga-mg,2018-2021,4784092.109999999,4736230,47862.11
3150604,piracema-mg,2014-2017,1125753.89,1082300,43453.89
3150703,pirajuba-mg,,404621.49,392800,11821.49
3150703,pirajuba-mg,2014-2017,360124.54,295300,64824.54
3150802,piranga-mg,,441648,392800,48848
3150802,piranga-mg,2014-2017,250000,245850,4150
3150901,pirangucu-mg,,778383.97,693045,85338.97
3150901,pirangucu-mg,2018-2021,252200.18,248300,3900.18
3151008,piranguinho-mg,,476625.46,428181,48444.46
3151206,pirapora-mg,,6393713.74,5521065.4,872648.3400000001
3151206,pirapora-mg,2018-2021,1308429.8599999999,1184721.9,123707.96
3151800,pocos-de-caldas-mg,2018-2021,5008824.67,4793016,215808.66999999998
3151206,pirapora-mg,2014-2017,1198022.73,885900,312122.73
3151305,pirauba-mg,,200500,196400,4100
3151305,pirauba-mg,2018-2021,1404904.7999999998,1373860.1400000001,31044.66
3151305,pirauba-mg,2014-2017,1486769.56,1387490,99279.56
3151404,pitangui-mg,,1507595.66,1417860,89735.66
3151404,pitangui-mg,2018-2021,5618595.93,5329243.890000001,289352.04
3151404,pitangui-mg,2014-2017,1375056.88,1280100,94956.87999999999
3151503,piumhi-mg,,4012963.29,3307076.7,705886.59
3151602,planura-mg,2018-2021,617559.5700000001,461607.14,155952.43
3151503,piumhi-mg,2014-2017,264382.22,245850,18532.22
3151602,planura-mg,,252000,180000,72000
3151602,planura-mg,2014-2017,989883.41,987600,2283.41
3151701,poco-fundo-mg,,3013685.88,2669342,344343.88
3151701,poco-fundo-mg,2014-2017,941101.42,796890,144211.42
3151800,pocos-de-caldas-mg,,39023640.45,35946477.870000005,3077162.58
3151909,pocrane-mg,2018-2021,1062355.35,1052111,10244.35
3151909,pocrane-mg,,290179.06,287306,2873.06
3152006,pompeu-mg,,8959296.63,8305354.45,653942.18
3152006,pompeu-mg,2018-2021,1194946,1193750,1196
3152105,ponte-nova-mg,,6641686.19,5808100,833586.1900000001
3152105,ponte-nova-mg,2018-2021,3149881.7499999995,2596009,553872.75
3152170,ponto-dos-volantes-mg,2018-2021,1295038.4400000002,1039719.14,255319.30000000002
3152808,prata-mg,2018-2021,1423987.86,1215264.57,208723.29
3152105,ponte-nova-mg,2014-2017,2604908.98,2198470,406438.98000000004
3152131,ponto-chique-mg,,1024806.4199999999,993680.48,31125.940000000002
3152131,ponto-chique-mg,2018-2021,1871905.7,1804569.29,67336.41
3152402,pote-mg,2018-2021,1903208.66,1837929.76,65278.899999999994
3152501,pouso-alegre-mg,2018-2021,35531342.69,33118415.39,2412927.3000000003
3152600,pouso-alto-mg,2018-2021,2119587.14,2095330.1400000001,24257
3153004,pratinha-mg,2018-2021,1198917.4600000002,1183571.43,15346.030000000002
3153707,quartel-geral-mg,2018-2021,300003.64,222857.14,77146.5
3151800,pocos-de-caldas-mg,2014-2017,334295.08,314623.08,19672
3151909,pocrane-mg,2014-2017,354000,353354.3,645.7
3152131,ponto-chique-mg,2014-2017,256093.75,245850,10243.75
3152170,ponto-dos-volantes-mg,,1354197.7,1275578.6400000001,78619.06
3153301,presidente-kubitschek-mg,2018-2021,466584.45000000007,445714.28,20870.17
3152170,ponto-dos-volantes-mg,2014-2017,571289.09,564246.63,7042.46
3152204,porteirinha-mg,,3399261.9299999997,3313298,85963.93
3153400,presidente-olegario-mg,2018-2021,481585.59,481104,481.59
3152204,porteirinha-mg,2014-2017,892769.78,885200,7569.780000000001
3152303,porto-firme-mg,,3371967.8899999997,3138650,233317.88999999998
3152303,porto-firme-mg,2018-2021,3560770.29,3034564.14,526206.15
3152303,porto-firme-mg,2014-2017,1681991.56,1576800,105191.56
3152402,pote-mg,,432595.46,415200,17395.46
3153608,prudente-de-morais-mg,2018-2021,260806.07,222857.14,37948.93
3152402,pote-mg,2014-2017,2572246.77,2548263.9,23982.87
3152501,pouso-alegre-mg,,8909374.59,8745558,163816.59
3152600,pouso-alto-mg,,206880,195000,11880
3152709,prados-mg,2018-2021,960154.33,955000,5154.33
3153103,presidente-bernardes-mg,2018-2021,840767.74,471157.14,369610.6
3152600,pouso-alto-mg,2014-2017,246096.1,245850,246.1
3152709,prados-mg,,1449139.5299999998,988417.5,460722.02999999997
3152709,prados-mg,2014-2017,520081.61,501590,18491.609999999997
3152808,prata-mg,,4992719.7,3785627,1207092.6999999997
3153509,alto-jequitiba-mg,2018-2021,1090000,1055716,34284
3152808,prata-mg,2014-2017,807124.8400000001,778510,28614.84
3152907,pratapolis-mg,,873557.5599999999,846200,27357.559999999998
3152907,pratapolis-mg,2018-2021,944280.24,942817.14,1463.1
3152907,pratapolis-mg,2014-2017,246100,245850,250
3153004,pratinha-mg,,156524,148750,7774
3153004,pratinha-mg,2014-2017,494086.2,493100,986.2
3153103,presidente-bernardes-mg,,1281017.5899999999,1181050,99967.59
3153202,presidente-juscelino-mg,2018-2021,754520.77,700463.14,54057.630000000005
3153103,presidente-bernardes-mg,2014-2017,854898.6399999999,620652.32,234246.32
3153202,presidente-juscelino-mg,,1363480.07,1223700,139780.07
3153301,presidente-kubitschek-mg,,479050.54000000004,471105.69,7944.85
3153400,presidente-olegario-mg,,3536098.72,3100490,435608.72
3153400,presidente-olegario-mg,2014-2017,748269.78,738950,9319.779999999999
3153509,alto-jequitiba-mg,,1431948.8199999998,1309609.47,122339.35
3153509,alto-jequitiba-mg,2014-2017,249760.31,245850,3910.31
3153608,prudente-de-morais-mg,,2313536.7199999997,2146750,166786.72
3153707,quartel-geral-mg,,880615.5700000001,833965.4,46650.17
3153707,quartel-geral-mg,2014-2017,492850,491700,1150
3153806,queluzito-mg,,1034653.53,996821.53,37832
3153806,queluzito-mg,2018-2021,272991.64,270476.19,2515.45
3153905,raposos-mg,,765451.2,756283.85,9167.35
3153905,raposos-mg,2018-2021,2384366.35,2126459.99,257906.36000000004
3154101,recreio-mg,2018-2021,1726952.4,1710052.1400000001,16900.26
3154507,riacho-dos-machados-mg,2018-2021,490000,481104,8896
3153905,raposos-mg,2014-2017,2055392.35,1872100,183292.35
3154002,raul-soares-mg,,1877837.66,1764700,113137.66
3154002,raul-soares-mg,2018-2021,519422.82,509332.19,10090.63
3154150,reduto-mg,2018-2021,980524.45,942711.14,37813.31
3154903,rio-casca-mg,2018-2021,929858.46,928928.5700000001,929.89
3154002,raul-soares-mg,2014-2017,1703014.6099999999,1685939.54,17075.07
3154101,recreio-mg,,1353959.33,1302223.04,51736.28999999999
3154101,recreio-mg,2014-2017,248787.55,245850,2937.55
3154150,reduto-mg,,943577.8,885900,57677.8
3154457,riachinho-mg,2018-2021,561200.91,461607.14,99593.77
3154804,rio-acima-mg,2018-2021,231771.43000000002,222857.14,8914.29
3154150,reduto-mg,2014-2017,412200.65,392100,20100.65
3154200,resende-costa-mg,,288628.81,269345.01,19283.800000000003
3154200,resende-costa-mg,2018-2021,805819.88,719854,85965.87999999999
3154200,resende-costa-mg,2014-2017,1921041.3,1919117.41,1923.8899999999999
3154309,resplendor-mg,,983742.14,949950,33792.14
3154606,ribeirao-das-neves-mg,2018-2021,5823036.300000001,5282789.67,540246.63
3154309,resplendor-mg,2014-2017,1099262.04,1087024.03,12238.01
3154408,ressaquinha-mg,,1978014.61,1926430,51584.61
3154408,ressaquinha-mg,2014-2017,492192.2,491700,492.2
3154457,riachinho-mg,,1528320.1400000001,1420841,107479.14
3154507,riacho-dos-machados-mg,,1607033.9,1583549,23484.9
3154705,ribeirao-vermelho-mg,2018-2021,780898.88,764806,16092.88
3154606,ribeirao-das-neves-mg,2014-2017,45765500,45738250.55,27249.45
3154606,ribeirao-das-neves-mg,,15916102.09,13602400,2313702.09
3154705,ribeirao-vermelho-mg,,409164.93,381090.76,28074.17
3154804,rio-acima-mg,,48750,48750,0
3154903,rio-casca-mg,,2669733.6100000003,2440495,229238.61
3155009,rio-doce-mg,,205636.01,196400,9236.01
3155306,rio-manso-mg,2018-2021,1180861.63,1024428.5700000001,156433.06
3155108,rio-do-prado-mg,2014-2017,246096.1,245850,246.1
3155207,rio-espera-mg,,994320.96,955050,39270.96
3155405,rio-novo-mg,2018-2021,2042710.9200000002,1881375.52,161335.40000000002
3155207,rio-espera-mg,2014-2017,847004.86,837850,9154.86
3155306,rio-manso-mg,,2190231.83,1989057.1400000001,201174.68999999997
3155306,rio-manso-mg,2014-2017,326121.47,295300,30821.47
3155405,rio-novo-mg,,310598.88,294600,15998.88
3155504,rio-paranaiba-mg,2018-2021,349000,335755,13245
3155801,rio-pomba-mg,2018-2021,2139713.85,2084180.1400000001,55533.71
3155405,rio-novo-mg,2014-2017,524862.36,491700,33162.36
3155504,rio-paranaiba-mg,,755344.71,714825.1699999999,40519.54000000001
3155603,rio-pardo-de-minas-mg,2018-2021,473709.94000000006,461607.14,12102.8
3155504,rio-paranaiba-mg,2014-2017,250000,245850,4150
3155603,rio-pardo-de-minas-mg,,1514805.14,1459925,54880.14
3155603,rio-pardo-de-minas-mg,2014-2017,246096.1,245850,246.1
3155702,rio-piracicaba-mg,,600236.89,541150,59086.89
3155801,rio-pomba-mg,,519116.83999999997,415300,103816.84
3155801,rio-pomba-mg,2014-2017,1470059.63,1283067,186992.62999999998
3155900,rio-preto-mg,,316025.58,292500,23525.58
3155900,rio-preto-mg,2018-2021,542500,525250,17250
3156007,rio-vermelho-mg,2018-2021,739510.47,703961.14,35549.33
3156809,sabinopolis-mg,2018-2021,1095730.79,1072701,23029.79
3155900,rio-preto-mg,2014-2017,985713.59,984727.79,985.8
3156007,rio-vermelho-mg,,140000,140000,0
3156205,rochedo-de-minas-mg,2018-2021,805861.45,702300.24,103561.21
3156007,rio-vermelho-mg,2014-2017,246096.1,245850,246.1
3156106,ritapolis-mg,,1180798.23,1086087,94711.23
3156106,ritapolis-mg,2018-2021,462069.24,461607.14,462.1
3156502,rubelita-mg,2018-2021,1307981.42,1294465,13516.42
3156601,rubim-mg,2018-2021,644205,619112.95,25092.05
3156106,ritapolis-mg,2014-2017,234102.95,233868.85,234.1
3156205,rochedo-de-minas-mg,,165974.65,146950,19024.65
3156205,rochedo-de-minas-mg,2014-2017,680345.33,551040,129305.33
3156304,rodeiro-mg,,1315133.3399999999,1178459.85,136673.49
3156700,sabara-mg,2018-2021,1410258.44,1208322,201936.44
3156304,rodeiro-mg,2014-2017,295595.6,295300,295.6
3156403,romaria-mg,,1700130.03,1636123,64007.03
3156403,romaria-mg,2018-2021,2413316.58,2180898.19,232418.39
3157252,santa-barbara-do-leste-mg,2018-2021,1156802.51,942817.14,213985.37
3157278,santa-barbara-do-monte-verde-mg,2018-2021,763000,703961.14,59038.86
3156403,romaria-mg,2014-2017,260000,255740,4260
3156452,rosario-da-limeira-mg,,362941.82,344050,18891.82
3156502,rubelita-mg,,1070369,1049486,20883
3156601,rubim-mg,,347500,343350,4150
3156700,sabara-mg,2014-2017,6810097.44,6339440,470657.44
3156700,sabara-mg,,3785884.03,2735119.85,1050764.18
3156809,sabinopolis-mg,,935979.47,903681,32298.47
3156908,sacramento-mg,2018-2021,2176329.79,2096529.1400000001,79800.65
3156809,sabinopolis-mg,2014-2017,649756.68,640050,9706.68
3156908,sacramento-mg,,2239609.8200000003,1823440,416169.82
3157336,santa-cruz-de-minas-mg,2018-2021,247982.92,238750,9232.92
3156908,sacramento-mg,2014-2017,4310365.18,4295150,15215.18
3157005,salinas-mg,,7136975.139999999,6417677.789999999,719297.3499999999
3157005,salinas-mg,2018-2021,3347583.79,3299609.33,47974.46000000001
3157005,salinas-mg,2014-2017,1463632.79,1436940,26692.79
3157104,salto-da-divisa-mg,,298300,245850,52450
3157401,santa-cruz-do-escalvado-mg,2018-2021,1287260.81,1278573.1400000001,8687.67
3157104,salto-da-divisa-mg,2014-2017,292860.91000000003,245850,47010.91
3157203,santa-barbara-mg,,1376750.27,1330950,45800.270000000004
3157500,santa-efigenia-de-minas-mg,2018-2021,886350.2,815354,70996.2
3157203,santa-barbara-mg,2014-2017,541692.6,541150,542.6
3157252,santa-barbara-do-leste-mg,,451276.16000000003,442250,9026.16
3157252,santa-barbara-do-leste-mg,2014-2017,261764.03,255740,6024.03
3157278,santa-barbara-do-monte-verde-mg,,566438.06,541150,25288.059999999998
3157278,santa-barbara-do-monte-verde-mg,2014-2017,275795.8,275520,275.8
3157302,santa-barbara-do-tugurio-mg,,982196.1100000001,906850,75346.11
3157377,santa-cruz-de-salinas-mg,2018-2021,711460.4500000001,703961.14,7499.3099999999995
3157302,santa-barbara-do-tugurio-mg,2014-2017,737883.36,724137.92,13745.44
3157336,santa-cruz-de-minas-mg,,569706.53,350273,219433.53
3157377,santa-cruz-de-salinas-mg,,459225.97,418250,40975.97
3157401,santa-cruz-do-escalvado-mg,,953755.52,668500,285255.51999999996
3157500,santa-efigenia-de-minas-mg,,932105.3099999999,873375,58730.31
3157500,santa-efigenia-de-minas-mg,2014-2017,438756.5,394200,44556.5
3157609,santa-fe-de-minas-mg,,70000,50000,20000
3157609,santa-fe-de-minas-mg,2014-2017,255996,255740,256
3157658,santa-helena-de-minas-mg,,484802.16000000003,466393,18409.16
3157658,santa-helena-de-minas-mg,2018-2021,492917.24,481104,11813.24
3157658,santa-helena-de-minas-mg,2014-2017,542584.77,541150,1434.77
3157708,santa-juliana-mg,,4168404.13,3926740,241664.13
3157708,santa-juliana-mg,2018-2021,8972947.5,8518861,454086.5
3158508,santana-de-pirapama-mg,2018-2021,311015.85,238750,72265.85
3157708,santa-juliana-mg,2014-2017,910482.4199999999,887300,23182.42
3157807,santa-luzia-mg,,5473134.14,5003150,469984.13999999996
3157807,santa-luzia-mg,2018-2021,2294372.06,1776406,517966.05999999994
3157906,santa-margarida-mg,2018-2021,564417.8,526056,38361.8
3157807,santa-luzia-mg,2014-2017,843523.0700000001,809383.61,34139.46
3157906,santa-margarida-mg,,1777073.1199999999,1632350,144723.12
3158409,santana-de-cataguases-mg,2018-2021,336155,335755,400
3158607,santana-do-deserto-mg,2018-2021,1450728.66,1374535.19,76193.47
3158953,santana-do-paraiso-mg,2018-2021,3314313.96,2832702,481611.96
3157906,santa-margarida-mg,2014-2017,1832320,1822650,9670
3158003,santa-maria-de-itabira-mg,,476794.79,461864.29,14930.5
3158003,santa-maria-de-itabira-mg,2018-2021,1131856.97,1035391.19,96465.78
3158102,santa-maria-do-salto-mg,2018-2021,258075.87,238750,19325.87
3158904,santana-do-manhuacu-mg,2018-2021,576786.79,573806,2980.79
3158003,santa-maria-de-itabira-mg,2014-2017,289617.47,289327.85,289.62
3158102,santa-maria-do-salto-mg,,255740,250625.2,5114.8
3158201,santa-maria-do-suacui-mg,,925463.9299999999,894050,31413.93
3158201,santa-maria-do-suacui-mg,2018-2021,776141.96,768410,7731.96
3158300,santana-da-vargem-mg,2018-2021,624001,623061,940
3159308,santa-rita-de-jacutinga-mg,2018-2021,248808.33,238856,9952.33
3158201,santa-maria-do-suacui-mg,2014-2017,934484.0700000001,915570,18914.07
3158300,santana-da-vargem-mg,,283217.82,245150,38067.82
3158706,santana-do-garambeu-mg,2018-2021,607449.11,481104,126345.11
3158805,santana-do-jacare-mg,2018-2021,1977886.04,1959381.71,18504.33
3158300,santana-da-vargem-mg,2014-2017,300000,295300,4700
3158409,santana-de-cataguases-mg,2014-2017,257417.82,245850,11567.82
3158508,santana-de-pirapama-mg,,2464951.85,2347830,117121.85
3158508,santana-de-pirapama-mg,2014-2017,511528.4,491700,19828.4
3158607,santana-do-deserto-mg,,413062.66,305700,107362.66
3158706,santana-do-garambeu-mg,,103078.07,19500,83578.07
3158706,santana-do-garambeu-mg,2014-2017,493593.59,493100,493.59
3158805,santana-do-jacare-mg,,80285.34,68250,12035.34
3159100,santana-dos-montes-mg,2018-2021,1332050.46,1226731.1400000001,105319.32
3158805,santana-do-jacare-mg,2014-2017,1168080.77,1029712.89,138367.88
3158904,santana-do-manhuacu-mg,,267470.73,250000,17470.73
3158904,santana-do-manhuacu-mg,2014-2017,246097,245850,247
3158953,santana-do-paraiso-mg,2014-2017,2900805.7199999997,2517386.8,383418.9199999999
3158953,santana-do-paraiso-mg,,3854949.74,3354994.09,499955.65
3159001,santana-do-riacho-mg,,397032.25,385806,11226.25
3159001,santana-do-riacho-mg,2014-2017,250436.17,245850,4586.17
3159100,santana-dos-montes-mg,,568188.03,494050,74138.03
3159209,santa-rita-de-caldas-mg,2018-2021,237666.36,228571.43,9094.93
3159100,santana-dos-montes-mg,2014-2017,246096.1,245850,246.1
3159209,santa-rita-de-caldas-mg,,1129130.07,1089250,39880.07
3159209,santa-rita-de-caldas-mg,2014-2017,510504.67,493100,17404.67
3159308,santa-rita-de-jacutinga-mg,,284555.83,244450,40105.83
3159308,santa-rita-de-jacutinga-mg,2014-2017,581645,546095,35550
3159357,santa-rita-de-minas-mg,,790257.37,712158.9,78098.47
3159357,santa-rita-de-minas-mg,2018-2021,379101.37,287306,91795.37
3159407,santa-rita-de-ibitipoca-mg,2018-2021,819877.86,719960,99917.86
3159506,santa-rita-do-itueto-mg,2018-2021,977735.3799999999,942711.14,35024.24
3159605,santa-rita-do-sapucai-mg,2018-2021,1710634.53,1674854,35780.53
3159704,santa-rosa-da-serra-mg,2018-2021,899624,671511,228113
3159803,santa-vitoria-mg,2018-2021,1005590.62,894368.14,111222.48
3159902,santo-antonio-do-amparo-mg,2018-2021,2956160.03,2928427,27733.03
3159357,santa-rita-de-minas-mg,2014-2017,494771.74000000005,491715.4,3056.34
3159407,santa-rita-de-ibitipoca-mg,2014-2017,416844.1,394200,22644.1
3159506,santa-rita-do-itueto-mg,,543087.11,529300,13787.11
3159605,santa-rita-do-sapucai-mg,,4150706.4000000004,3732928.76,417777.63999999996
3159704,santa-rosa-da-serra-mg,,506258.76,489600,16658.760000000002
3160009,santo-antonio-do-aventureiro-mg,2018-2021,812736.1599999999,768410,44326.16
3160900,sao-bras-do-suacui-mg,2018-2021,551756.86,481104,70652.86
3165578,senador-amaral-mg,2018-2021,298437.5,286500,11937.5
3159704,santa-rosa-da-serra-mg,2014-2017,501719.26,491700,10019.26
3159803,santa-vitoria-mg,,3926700.8600000003,3726130,200570.86
3160801,sao-bento-abade-mg,2018-2021,1442639.7599999998,1290059,152580.76
3159803,santa-vitoria-mg,2014-2017,2407801.8899999997,1870700,537101.89
3159902,santo-antonio-do-amparo-mg,,2654603.68,2380597.14,274006.54000000004
3160207,santo-antonio-do-itambe-mg,2018-2021,2017212.1500000001,1945718.38,71493.77
3160405,santo-antonio-do-monte-mg,2018-2021,1729678.5699999998,1676269,53409.57
3160702,santos-dumont-mg,2018-2021,913425.02,888256,25169.02
3159902,santo-antonio-do-amparo-mg,2014-2017,999426.81,984800,14626.81
3160009,santo-antonio-do-aventureiro-mg,,1226767.1800000002,1089390,137377.18
3160108,santo-antonio-do-grama-mg,2018-2021,546806,527131,19675
3160454,santo-antonio-do-retiro-mg,2018-2021,240858.38,238750,2108.38
3161056,sao-felix-de-minas-mg,2018-2021,229041.58000000002,222857.14,6184.44
3160009,santo-antonio-do-aventureiro-mg,2014-2017,571508.1499999999,541150,30358.15
3160108,santo-antonio-do-grama-mg,2014-2017,577454.08,576876.62,577.46
3160207,santo-antonio-do-itambe-mg,,524414.08,517660,6754.08
3160306,santo-antonio-do-jacinto-mg,,1452936.38,1412950,39986.380000000005
3160306,santo-antonio-do-jacinto-mg,2018-2021,890000,861705,28295
3160306,santo-antonio-do-jacinto-mg,2014-2017,1858031.3199999998,1820641.17,37390.15
3160405,santo-antonio-do-monte-mg,,4667527.96,3332871,1334656.96
